partner_id,monthly_earnings,trips_per_week,avg_rating,cancellation_rate,active_days_per_month,Nova_Score,earnings_m1,earnings_m2,earnings_m3,earnings_m4,earnings_m5,earnings_m6,trips_m1,trips_m2,trips_m3,trips_m4,trips_m5,trips_m6,earnings_trend_slope,earnings_trend_up,earnings_per_active_day,trips_per_active_day,estimated_cancellations_per_month,high_activity_flag,earnings_avg_3mo,earnings_avg_6mo,trips_avg_3mo,trips_avg_6mo,city_Bengaluru,city_Chennai,city_Delhi,city_Kolkata,city_Mumbai,vehicle_type_Auto,vehicle_type_Bike,vehicle_type_Car
P05481,45678.7,31,4.03,0.101,19,72.63,49949.12,47131.74,42035.72,40794.53,47282.08,40895.91,131,128,129,113,124,119,-1315.892,0,2404.1421052631576,6.526315789473684,12.524000000000001,0,46372.193333333336,44681.51666666666,129.33333333333334,124.0,False,False,False,True,False,False,False,True
P05482,33604.9,24,4.97,0.073,23,75.24,31527.28,30697.22,29466.46,31310.03,32852.82,30989.25,90,90,89,104,94,88,160.57771428571797,1,1461.0826086956522,4.173913043478261,7.007999999999999,0,30563.653333333332,31140.51,89.66666666666667,92.5,True,False,False,False,False,False,True,False
P05483,30662.18,25,4.86,0.0,13,68.05,30168.45,31711.42,26912.67,31526.81,27092.08,27720.29,108,107,102,92,94,97,-613.8479999999992,0,2358.6292307692306,7.6923076923076925,0.0,0,29597.513333333332,29188.62,105.66666666666667,100.0,False,True,False,False,False,False,False,True
P05484,30294.26,32,4.47,0.09,30,81.57,32357.47,32317.76,32046.8,32592.01,32922.67,31484.41,118,139,119,116,118,132,-57.29600000000045,0,1009.8086666666666,4.266666666666667,11.52,1,32240.676666666666,32286.853333333333,125.33333333333333,123.66666666666667,False,False,False,False,True,False,False,True
P05485,10925.55,27,4.62,0.021,21,47.27,11557.88,11654.19,9988.06,10186.42,9707.22,10594.08,111,99,113,110,117,113,-298.9014285714278,0,520.2642857142857,5.142857142857143,2.2680000000000002,0,11066.71,10614.641666666666,107.66666666666667,110.5,True,False,False,False,False,False,False,True
P05486,35961.21,36,4.53,0.014,13,73.29,41219.12,39360.34,40651.37,39959.83,38403.33,31082.49,143,130,158,147,130,140,-1549.877714285716,0,2766.246923076923,11.076923076923077,2.016,0,40410.276666666665,38446.079999999994,143.66666666666666,141.33333333333334,False,False,True,False,False,False,False,True
P05487,31073.33,22,5.0,0.007,28,81.94,28511.28,34369.12,31226.63,27430.11,31333.65,29127.76,80,82,93,83,87,95,-280.5865714285721,0,1109.7617857142857,3.142857142857143,0.616,1,31369.01,30333.09166666667,85.0,86.66666666666667,False,False,True,False,False,False,True,False
P05488,33426.74,32,4.29,0.003,5,70.65,35054.47,29187.61,33026.6,30494.54,32281.9,37043.38,138,135,133,138,120,138,477.01028571428805,1,6685.348,25.6,0.384,0,32422.89333333333,32848.083333333336,135.33333333333334,133.66666666666666,False,True,False,False,False,False,False,True
P05489,24308.3,34,4.41,0.047,28,68.1,25108.15,23165.33,23829.06,27739.16,25132.25,26467.19,149,125,125,144,126,126,474.4588571428569,1,868.1535714285714,4.857142857142857,6.392,1,24034.180000000004,25240.190000000002,133.0,132.5,False,False,False,True,False,False,True,False
P05490,26924.34,29,4.38,0.074,24,60.71,30277.22,28435.79,28479.93,23974.06,29124.24,28079.49,125,113,109,111,113,120,-383.69057142857264,0,1121.8475,4.833333333333333,8.584,0,29064.313333333335,28061.78833333333,115.66666666666667,115.16666666666667,True,False,False,False,False,False,False,True
P05491,26711.8,26,4.69,0.089,26,70.54,23958.04,26700.47,26329.26,29821.95,30246.89,23390.54,98,95,101,103,100,99,322.6985714285739,1,1027.376923076923,4.0,9.256,1,25662.59,26741.191666666666,98.0,99.33333333333333,True,False,False,False,False,False,True,False
P05492,38172.98,26,4.62,0.164,12,67.68,41056.55,34630.63,33919.75,40508.42,35478.31,42556.66,101,103,113,110,103,106,475.207428571432,1,3181.081666666667,8.666666666666666,17.056,0,36535.64333333333,38025.05333333333,105.66666666666667,106.0,False,False,False,True,False,False,True,False
P05493,26969.92,27,4.66,0.075,21,63.31,27522.28,27396.39,30045.88,23515.78,30587.64,27249.2,118,110,104,115,108,105,47.949999999999044,0,1284.2819047619046,5.142857142857143,8.1,0,28321.516666666666,27719.528333333335,110.66666666666667,110.0,False,True,False,False,False,False,True,False
P05494,46661.28,25,4.34,0.055,8,83.66,43506.97,45365.53,45658.93,46433.2,53113.81,46585.35,92,103,106,106,100,101,1126.0288571428584,1,5832.66,12.5,5.5,0,44843.81,46777.29833333333,100.33333333333333,101.33333333333333,False,False,True,False,False,False,False,True
P05495,33446.9,24,5.0,0.024,6,72.6,33190.38,32343.54,29172.43,33637.34,36593.89,37802.32,98,96,88,92,89,98,1150.733142857143,1,5574.483333333334,16.0,2.3040000000000003,0,31568.783333333336,33789.98333333334,94.0,93.5,False,False,True,False,False,True,False,False
P05496,19794.54,34,4.46,0.002,5,57.47,18807.45,21633.97,19968.93,22360.74,22059.65,16877.88,136,148,140,143,127,127,-170.82857142857193,0,3958.9080000000004,27.2,0.272,0,20136.783333333333,20284.77,141.33333333333334,136.83333333333334,False,False,False,True,False,False,True,False
P05497,28971.63,31,4.96,0.057,24,69.4,29660.98,28168.52,30252.29,28285.91,30644.11,29457.46,115,125,131,127,120,124,126.93685714285758,1,1207.1512500000001,5.166666666666667,7.0680000000000005,0,29360.596666666668,29411.545,123.66666666666667,123.66666666666667,True,False,False,False,False,False,False,True
P05498,24786.6,33,5.0,0.131,23,58.1,27679.2,21265.33,23117.84,24390.74,21359.34,26952.29,142,141,133,133,121,123,-59.41771428571487,0,1077.678260869565,5.739130434782608,17.292,0,24020.789999999997,24127.456666666665,138.66666666666666,132.16666666666666,True,False,False,False,False,False,True,False
P05499,12444.94,27,4.34,0.151,18,53.12,12703.69,10794.98,13566.26,10998.16,12725.24,10815.99,100,119,114,118,115,101,-177.59485714285628,0,691.3855555555556,6.0,16.308,0,12354.976666666667,11934.053333333331,111.0,111.16666666666667,True,False,False,False,False,False,False,True
P05500,42795.77,40,4.7,0.194,29,84.07,44486.92,47369.49,44975.48,44582.57,45969.56,40962.04,163,151,167,163,147,168,-634.7742857142844,0,1475.7162068965515,5.517241379310345,31.04,1,45610.630000000005,44724.34333333333,160.33333333333334,159.83333333333334,False,True,False,False,False,False,True,False
P05501,35625.14,29,4.56,0.199,5,69.1,35825.51,40547.83,37231.92,32535.34,40345.86,40728.28,112,111,115,125,110,126,548.8960000000009,1,7125.028,23.2,23.084,0,37868.42,37869.12333333334,112.66666666666667,116.5,False,False,False,True,False,True,False,False
P05502,34265.66,21,5.0,0.053,26,59.1,29651.78,36202.45,33451.76,29922.83,34989.88,31302.91,83,84,90,88,86,83,31.114571428572614,0,1317.91,3.230769230769231,4.452,1,33101.996666666666,32586.934999999998,85.66666666666667,85.66666666666667,False,False,False,True,False,True,False,False
P05503,31323.23,24,4.52,0.074,18,61.13,28812.91,30048.7,35663.83,35992.76,34087.82,31616.22,90,90,93,87,104,101,756.0811428571473,1,1740.1794444444445,5.333333333333333,7.103999999999999,0,31508.48,32703.70666666667,91.0,94.16666666666667,False,False,False,False,True,True,False,False
P05504,18943.86,28,4.67,0.168,8,51.16,18898.4,21436.49,17660.54,17634.63,20109.13,20342.31,115,113,110,107,104,114,91.75885714285808,0,2367.9825,14.0,18.816000000000003,0,19331.81,19346.916666666668,112.66666666666667,110.5,True,False,False,False,False,False,False,True
P05505,26131.06,33,4.67,0.1,24,67.97,24643.43,27407.33,26740.22,23317.16,24412.7,25271.67,145,137,133,135,130,142,-264.73571428571296,0,1088.7941666666668,5.5,13.200000000000001,0,26263.660000000003,25298.751666666667,138.33333333333334,137.0,False,False,False,True,False,False,False,True
P05506,36734.25,31,4.57,0.33,7,66.77,33227.2,40528.9,34629.99,38932.69,32929.26,35718.99,132,113,115,122,119,135,-172.49342857142648,0,5247.75,17.714285714285715,40.92,0,36128.69666666666,35994.505,120.0,122.66666666666667,False,False,False,False,True,False,False,True
P05507,21590.24,32,4.83,0.018,22,61.32,21617.01,23312.18,23175.86,23673.8,23215.37,18761.5,133,133,128,140,127,137,-402.0011428571451,0,981.3745454545456,5.818181818181818,2.304,0,22701.683333333334,22292.62,131.33333333333334,133.0,False,False,False,False,True,False,False,True
P05508,9745.85,34,4.63,0.18,24,54.42,9227.79,9392.48,8423.7,8471.32,8967.45,8839.76,143,127,131,138,134,148,-90.50342857142874,0,406.07708333333335,5.666666666666667,24.48,0,9014.656666666668,8887.083333333334,133.66666666666666,136.83333333333334,False,False,False,True,False,False,True,False
P05509,28183.15,34,4.74,0.063,27,79.16,26137.96,28003.08,24343.71,24846.77,26024.53,31401.18,145,131,129,148,138,129,596.671714285714,1,1043.8203703703705,5.037037037037037,8.568,1,26161.583333333332,26792.87166666667,135.0,136.66666666666666,False,True,False,False,False,True,False,False
P05510,28865.94,31,4.66,0.069,11,66.12,28554.06,26147.91,31557.93,25316.93,30112.48,31622.5,123,130,126,117,113,119,599.8545714285715,1,2624.1763636363635,11.272727272727273,8.556000000000001,0,28753.3,28885.301666666666,126.33333333333333,121.33333333333333,True,False,False,False,False,False,False,True
P05511,31084.51,36,4.42,0.009,5,69.41,27664.76,29144.97,30471.54,26859.75,33780.18,29262.7,146,134,139,155,153,146,522.3868571428586,1,6216.902,28.8,1.2959999999999998,0,29093.756666666664,29530.649999999998,139.66666666666666,145.5,False,True,False,False,False,False,True,False
P05512,35828.15,32,4.52,0.096,20,73.0,40425.75,38817.57,34121.08,37542.06,36713.09,34556.73,138,129,137,129,116,136,-921.0731428571427,0,1791.4075,6.4,12.288,0,37788.13333333334,37029.380000000005,134.66666666666666,130.83333333333334,False,False,False,False,True,False,True,False
P05513,35100.85,38,4.77,0.185,30,76.9,38972.85,39249.54,36233.14,36030.81,39154.82,34473.36,158,155,149,143,154,139,-656.6839999999963,0,1170.0283333333332,5.066666666666666,28.12,1,38151.84333333333,37352.420000000006,154.0,149.66666666666666,True,False,False,False,False,False,True,False
P05514,32070.16,32,4.77,0.2,17,67.4,34067.69,34229.7,34012.64,33636.53,29293.94,30587.98,119,119,126,125,136,123,-930.9125714285685,0,1886.48,7.529411764705882,25.6,0,34103.34333333333,32638.08,121.33333333333333,124.66666666666667,False,True,False,False,False,False,True,False
P05515,39564.25,39,4.97,0.072,7,76.33,34890.29,39150.89,36017.73,39631.52,36625.59,41391.07,165,149,171,171,144,151,815.479714285713,1,5652.035714285715,22.285714285714285,11.232,0,36686.30333333334,37951.181666666664,161.66666666666666,158.5,False,True,False,False,False,False,True,False
P05516,17848.24,25,5.0,0.059,16,63.27,19325.42,15634.22,16163.89,19548.33,18581.56,15239.69,90,102,97,109,104,107,-234.34828571428352,0,1115.515,6.25,5.8999999999999995,0,17041.176666666666,17415.518333333333,96.33333333333333,101.5,False,False,True,False,False,False,True,False
P05517,34036.65,34,4.44,0.19,8,73.02,37181.2,29512.65,38714.82,34513.18,37399.83,37918.54,145,135,126,123,128,143,661.3314285714312,1,4254.58125,17.0,25.84,0,35136.223333333335,35873.37,135.33333333333334,133.33333333333334,False,False,False,True,False,False,True,False
P05518,35012.31,32,4.64,0.043,23,79.07,37824.83,33692.26,35954.12,39410.7,35425.65,32918.39,135,132,138,123,120,132,-453.5842857142827,0,1522.2743478260868,5.565217391304348,5.504,0,35823.736666666664,35870.99166666666,135.0,130.0,False,True,False,False,False,False,True,False
P05519,20083.5,32,4.54,0.161,18,60.11,17757.63,19865.52,19421.45,19997.03,17133.52,22327.07,136,137,139,138,116,120,435.05085714285707,1,1115.75,7.111111111111111,20.608,0,19014.86666666667,19417.036666666667,137.33333333333334,131.0,False,True,False,False,False,False,True,False
P05520,17977.04,24,4.27,0.056,26,61.34,18753.15,18565.54,19602.75,19544.59,18931.31,17731.04,87,89,91,87,93,96,-116.3257142857137,0,691.4246153846154,3.6923076923076925,5.376,1,18973.813333333335,18854.73,89.0,90.5,True,False,False,False,False,False,True,False
P05521,24032.46,35,4.77,0.038,11,60.99,26442.85,20474.38,24213.85,23364.55,26293.31,26024.73,153,128,151,153,151,126,414.7682857142894,1,2184.7690909090907,12.727272727272727,5.32,0,23710.359999999997,24468.944999999996,144.0,143.66666666666666,False,False,False,False,True,False,False,True
P05522,24707.67,27,4.83,0.033,8,66.16,25281.04,28337.64,22792.8,24227.53,23051.34,27122.45,110,112,108,106,112,102,-149.06057142857003,0,3088.45875,13.5,3.564,0,25470.493333333332,25135.466666666664,110.0,108.33333333333333,True,False,False,False,False,True,False,False
P05523,36027.36,35,4.28,0.301,16,75.62,37609.76,34556.78,32857.69,39799.34,31209.04,33879.65,148,148,127,129,142,148,-621.4891428571401,0,2251.71,8.75,42.14,0,35008.07666666667,34985.37666666667,141.0,140.33333333333334,False,False,False,False,True,False,True,False
P05524,25083.69,28,4.49,0.129,11,59.22,24770.37,27703.14,24307.54,22131.29,25218.78,26139.65,113,111,113,108,119,115,-79.51228571428628,0,2280.3354545454545,10.181818181818182,14.448,0,25593.68333333333,25045.12833333333,112.33333333333333,113.16666666666667,False,False,True,False,False,False,False,True
P05525,23149.21,30,4.46,0.301,18,55.26,23348.58,23392.05,25648.6,23600.05,19969.59,23895.17,116,117,128,127,128,121,-273.7994285714287,0,1286.0672222222222,6.666666666666667,36.12,0,24129.743333333336,23309.006666666668,120.33333333333333,122.83333333333333,False,False,False,True,False,True,False,False
P05526,25106.93,35,4.15,0.027,19,61.68,21599.82,22323.37,21803.72,26811.71,24474.36,24926.27,134,143,137,154,143,150,802.6631428571442,1,1321.4173684210527,7.368421052631579,3.78,0,21908.97,23656.541666666668,138.0,143.5,True,False,False,False,False,False,False,True
P05527,38949.06,33,4.59,0.03,10,66.47,40572.8,42426.03,35660.12,41875.15,33314.9,38593.48,121,133,133,122,127,130,-886.141714285713,0,3894.906,13.2,3.96,0,39552.98333333334,38740.41333333334,129.0,127.66666666666667,False,False,True,False,False,False,False,True
P05528,30104.35,27,4.26,0.139,21,63.34,26324.27,31999.36,33655.02,30930.66,27620.44,28345.08,109,108,100,111,116,103,-164.48771428571308,0,1433.540476190476,5.142857142857143,15.012,0,30659.55,29812.471666666668,105.66666666666667,107.83333333333333,False,False,False,False,True,False,True,False
P05529,28565.99,38,4.65,0.046,21,63.27,28009.08,28801.11,25324.33,28120.91,27613.22,26939.36,141,162,162,165,147,162,-174.73399999999924,0,1360.2852380952381,7.238095238095238,6.992,0,27378.173333333336,27468.001666666667,155.0,156.5,False,False,False,False,True,False,False,True
P05530,29119.96,32,4.68,0.156,16,61.48,27308.6,29247.1,30252.37,27030.16,25727.83,29540.61,130,120,118,138,120,123,-74.85628571428474,0,1819.9975,8.0,19.968,0,28936.02333333333,28184.444999999996,122.66666666666667,124.83333333333333,False,False,True,False,False,False,True,False
P05531,40336.48,36,4.72,0.024,8,77.61,40886.2,35344.59,36869.7,45290.92,35667.4,34676.51,148,149,132,141,146,154,-618.8228571428547,0,5042.06,18.0,3.456,0,37700.16333333333,38122.55333333333,143.0,145.0,False,False,True,False,False,False,False,True
P05532,24006.63,26,4.73,0.031,11,57.09,21366.5,25129.05,24769.08,23068.84,26362.13,27129.88,103,109,113,112,95,107,880.4542857142859,1,2182.4209090909094,9.454545454545455,3.224,0,23754.876666666667,24637.58,108.33333333333333,106.5,False,False,True,False,False,False,True,False
P05533,40524.07,22,5.0,0.016,8,66.21,42853.92,45523.67,39102.94,44158.98,34949.06,42347.4,82,95,95,83,83,90,-834.2968571428576,0,5065.50875,11.0,1.408,0,42493.51,41489.32833333333,90.66666666666667,88.0,False,False,True,False,False,False,False,True
P05534,31683.97,36,4.36,0.057,11,68.01,34488.11,27817.69,27897.83,27232.36,33480.13,31146.39,142,157,146,148,154,132,-11.0499999999998,0,2880.360909090909,13.090909090909092,8.208,0,30067.876666666667,30343.751666666667,148.33333333333334,146.5,False,False,True,False,False,False,True,False
P05535,28716.64,25,4.37,0.111,10,61.49,25816.44,26679.29,29427.16,26409.28,31425.9,24941.6,108,100,92,102,98,100,195.6500000000018,1,2871.6639999999998,10.0,11.1,0,27307.63,27449.945000000003,100.0,100.0,False,False,False,True,False,False,False,True
P05536,50007.2,31,4.8,0.0,8,73.71,44071.04,56042.69,52753.24,47690.64,44467.24,51957.67,123,122,125,131,124,121,-10.165714285713143,0,6250.9,15.5,0.0,0,50955.65666666667,49497.08666666666,123.33333333333333,124.33333333333333,False,True,False,False,False,True,False,False
P05537,21554.88,27,4.56,0.123,14,60.15,19262.62,20160.35,22720.61,22664.36,19585.01,18436.38,105,108,117,102,109,117,-168.95628571428566,0,1539.6342857142859,7.714285714285714,13.283999999999999,0,20714.52666666667,20471.555,110.0,109.66666666666667,False,False,False,True,False,False,False,True
P05538,27170.51,31,4.94,0.087,28,72.55,30244.53,28425.33,28287.5,25697.85,28323.84,28636.64,127,130,127,127,124,112,-312.38771428571357,0,970.3753571428571,4.428571428571429,10.787999999999998,1,28985.786666666667,28269.281666666666,128.0,124.5,False,False,True,False,False,False,False,True
P05539,20140.55,26,4.77,0.053,5,47.04,20310.87,20350.93,20141.91,17369.39,19026.66,17557.67,106,94,98,106,98,106,-586.0379999999999,0,4028.1099999999997,20.8,5.512,0,20267.903333333335,19126.238333333335,99.33333333333333,101.33333333333333,False,True,False,False,False,False,True,False
P05540,37619.7,20,5.0,0.049,27,84.97,37250.21,38706.84,37839.47,33939.0,37353.61,39381.46,73,75,86,73,87,79,77.03114285714348,0,1393.322222222222,2.962962962962963,3.92,1,37932.17333333333,37411.765,78.0,78.83333333333333,False,False,False,True,False,False,False,True
P05541,43513.51,27,4.57,0.085,5,82.19,38379.51,42414.21,45284.16,40369.64,47899.71,42284.96,102,117,116,104,112,115,887.6922857142857,1,8702.702000000001,21.6,9.180000000000001,0,42025.96,42772.03166666667,111.66666666666667,111.0,False,False,False,True,False,False,False,True
P05542,43359.38,30,4.16,0.054,26,86.51,45304.78,40757.71,45834.24,39145.47,38650.33,45474.82,120,113,121,113,124,128,-347.44885714285516,0,1667.6684615384615,4.615384615384615,6.4799999999999995,1,43965.57666666666,42527.89166666666,118.0,119.83333333333333,False,False,True,False,False,True,False,False
P05543,39791.59,34,4.7,0.078,11,70.32,44184.58,34402.22,41640.43,36254.81,41219.94,35476.16,132,129,146,150,145,135,-813.558857142856,0,3617.4172727272726,12.363636363636363,10.608,0,40075.74333333334,38863.02333333334,135.66666666666666,139.5,False,False,False,False,True,True,False,False
P05544,28419.04,41,4.58,0.019,26,64.47,31217.06,30501.71,29160.31,30712.09,32190.8,25156.96,158,178,149,180,170,153,-676.6128571428554,0,1093.04,6.3076923076923075,3.116,1,30293.02666666667,29823.155,161.66666666666666,164.66666666666666,False,False,False,False,True,False,False,True
P05545,27078.07,30,4.76,0.137,8,56.61,28102.07,29077.19,24282.31,26363.48,23483.19,25026.29,119,115,119,114,111,113,-859.4208571428579,0,3384.75875,15.0,16.44,0,27153.856666666663,26055.755,117.66666666666667,115.16666666666667,False,False,True,False,False,False,False,True
P05546,16630.64,26,4.8,0.217,28,63.19,14511.62,17482.42,15186.85,16157.56,14435.43,16189.15,100,100,97,110,101,109,6.211142857143363,0,593.9514285714286,3.7142857142857144,22.568,1,15726.963333333333,15660.505,99.0,102.83333333333333,False,False,True,False,False,False,False,True
P05547,46286.99,27,4.44,0.069,28,82.5,40904.7,48281.5,42957.44,52766.33,47047.15,42857.55,105,117,115,115,105,115,453.43114285714773,1,1653.1067857142857,3.857142857142857,7.452000000000001,1,44047.880000000005,45802.44500000001,112.33333333333333,112.0,False,False,False,False,True,False,True,False
P05548,33751.82,25,4.3,0.061,20,73.05,29188.33,31156.82,38001.12,33212.15,38410.34,29519.5,105,98,109,109,103,97,532.2125714285742,1,1687.591,5.0,6.1,0,32782.090000000004,33248.043333333335,104.0,103.5,False,True,False,False,False,True,False,False
P05549,26064.34,35,4.56,0.02,22,70.81,24168.0,22329.41,28092.63,29408.33,23878.64,24696.18,140,140,152,130,146,136,245.83685714285934,1,1184.7427272727273,6.363636363636363,2.8000000000000003,0,24863.346666666668,25428.865,144.0,140.66666666666666,False,True,False,False,False,False,False,True
P05550,40624.46,33,3.89,0.046,18,86.24,36184.14,44386.88,41268.77,38175.57,38562.26,43132.14,142,134,132,136,133,123,404.94114285714306,1,2256.9144444444446,7.333333333333333,6.072,0,40613.26333333333,40284.96,136.0,133.33333333333334,True,False,False,False,False,False,True,False
P05551,22217.88,31,4.62,0.048,17,70.92,20618.51,22158.82,20565.25,21555.52,19542.72,22771.68,135,133,124,117,122,128,111.65200000000299,1,1306.9341176470589,7.294117647058823,5.952,0,21114.193333333333,21202.083333333332,130.66666666666666,126.5,False,True,False,False,False,True,False,False
P05552,33252.98,31,4.48,0.372,19,67.58,32106.33,31326.02,29371.28,32218.31,31878.77,37875.06,134,114,134,128,133,115,952.8265714285731,1,1750.1568421052634,6.526315789473684,46.128,0,30934.543333333335,32462.62833333333,127.33333333333333,126.33333333333333,False,True,False,False,False,False,False,True
P05553,28618.97,33,4.86,0.024,5,67.56,32422.28,25201.28,32042.59,29014.59,24706.75,28068.81,125,126,138,142,133,137,-750.826857142855,0,5723.794,26.4,3.168,0,29888.716666666664,28576.05,129.66666666666666,133.5,False,True,False,False,False,True,False,False
P05554,35109.42,29,4.0,0.091,28,66.2,36271.99,30503.64,39245.3,35996.78,33941.27,33348.36,115,118,106,106,124,118,-215.82228571428323,0,1253.907857142857,4.142857142857143,10.556,1,35340.310000000005,34884.55666666667,113.0,114.5,False,False,False,True,False,True,False,False
P05555,29491.41,22,4.6,0.054,27,62.16,32455.06,28154.27,26047.07,27262.97,29982.33,31204.97,89,87,81,90,96,93,12.846571428572139,0,1092.2744444444445,3.259259259259259,4.752,1,28885.466666666664,29184.445000000003,85.66666666666667,89.33333333333333,True,False,False,False,False,False,True,False
P05556,18392.58,26,5.0,0.121,14,65.52,19553.25,20074.05,20032.55,20012.51,21013.55,17906.79,111,99,113,105,102,106,-155.25257142857058,0,1313.7557142857145,7.428571428571429,12.584,0,19886.61666666667,19765.45,107.66666666666667,106.0,False,True,False,False,False,False,False,True
P05557,30604.61,22,4.8,0.05,22,64.73,27046.85,34449.07,30114.74,30572.71,33527.85,31690.85,89,86,86,82,84,83,597.5517142857155,1,1391.1186363636364,4.0,4.4,0,30536.88666666667,31233.678333333333,87.0,85.0,False,True,False,False,False,False,False,True
P05558,38390.91,31,4.89,0.018,9,77.98,41108.07,42960.4,36363.49,32713.4,42100.23,43530.92,118,136,116,117,121,126,168.10428571428784,1,4265.656666666667,13.777777777777779,2.2319999999999998,0,40143.986666666664,39796.085,123.33333333333333,122.33333333333333,False,False,False,True,False,False,False,True
P05559,29766.27,33,4.7,0.096,25,64.64,27757.93,33516.83,31901.45,30581.93,27338.63,29759.03,133,119,138,133,121,143,-281.3891428571406,0,1190.6508000000001,5.28,12.672,0,31058.736666666668,30142.633333333335,130.0,131.16666666666666,True,False,False,False,False,False,False,True
P05560,36200.92,24,4.1,0.011,11,61.23,37711.67,40628.93,37442.57,39437.93,31718.17,36181.1,87,89,103,103,93,102,-925.4219999999993,0,3290.9927272727273,8.727272727272727,1.056,0,38594.39000000001,37186.72833333334,93.0,96.16666666666667,False,False,False,True,False,False,True,False
P05561,21635.76,27,4.65,0.012,6,67.53,20603.49,21812.47,23453.36,20016.11,22304.79,23421.79,115,98,102,112,108,101,346.6060000000007,1,3605.9599999999996,18.0,1.296,0,21956.440000000002,21935.335000000003,105.0,106.0,True,False,False,False,False,False,False,True
P05562,29789.91,37,4.72,0.066,13,68.84,34237.59,27282.34,25985.7,25659.88,29978.82,32078.46,150,151,141,134,139,136,-86.62942857142652,0,2291.5315384615383,11.384615384615385,9.768,0,29168.54333333333,29203.79833333333,147.33333333333334,141.83333333333334,False,True,False,False,False,False,True,False
P05563,25003.92,27,4.28,0.062,29,64.57,23230.28,27239.62,23643.11,27308.12,25127.72,25125.67,111,97,117,100,101,118,194.46457142857173,1,862.2041379310344,3.7241379310344827,6.696,1,24704.336666666666,25279.086666666666,108.33333333333333,107.33333333333333,False,False,False,False,True,False,True,False
P05564,35975.85,25,4.56,0.114,9,75.44,33592.06,32886.02,34025.78,41116.19,31755.97,31277.98,94,99,90,108,96,105,-224.86114285714123,0,3997.3166666666666,11.11111111111111,11.4,0,33501.28666666666,34109.0,94.33333333333333,98.66666666666667,False,False,False,True,False,False,True,False
P05565,30251.93,30,3.73,0.103,22,64.95,34160.53,28139.2,28706.84,26409.0,30196.43,34615.35,121,129,130,124,110,128,175.65571428571317,1,1375.0877272727273,5.454545454545454,12.36,0,30335.52333333333,30371.225000000002,126.66666666666667,123.66666666666667,False,False,True,False,False,False,True,False
P05566,35520.59,26,4.5,0.054,16,69.36,30455.12,32678.1,35547.02,40188.39,31794.72,34213.29,105,96,94,94,104,112,593.7737142857205,1,2220.036875,6.5,5.616,0,32893.41333333333,34146.10666666667,98.33333333333333,100.83333333333333,False,False,False,False,True,False,True,False
P05567,38701.68,30,4.47,0.355,27,75.34,40985.34,38875.63,36182.36,37067.78,37797.39,36573.55,123,117,110,122,123,119,-697.3785714285654,0,1433.3955555555556,4.444444444444445,42.599999999999994,1,38681.11,37913.674999999996,116.66666666666667,119.0,False,False,False,False,True,False,False,True
P05568,35532.95,37,5.0,0.059,8,73.27,37934.9,33633.65,34940.09,40238.65,30865.65,40666.18,158,144,159,138,151,159,304.3131428571447,1,4441.61875,18.5,8.732,0,35502.88,36379.85333333333,153.66666666666666,151.5,False,False,False,False,True,False,False,True
P05569,32184.95,32,4.42,0.067,20,70.14,35432.85,28845.66,30908.28,33622.07,35630.92,35778.1,135,124,122,139,122,119,708.4520000000015,1,1609.2475,6.4,8.576,0,31728.929999999997,33369.64666666666,127.0,126.83333333333333,False,True,False,False,False,False,True,False
P05570,22014.3,28,4.52,0.007,15,68.38,25147.63,21705.04,23568.26,24591.59,18799.2,20893.0,113,117,106,104,120,108,-827.6382857142851,0,1467.62,7.466666666666667,0.784,0,23473.64333333333,22450.786666666663,112.0,111.33333333333333,False,False,False,True,False,False,True,False
P05571,29977.71,38,4.58,0.332,23,77.52,34254.95,33340.37,30908.53,32548.3,33928.68,28253.77,164,137,162,139,140,147,-760.0342857142871,0,1303.378695652174,6.608695652173913,50.464000000000006,0,32834.61666666667,32205.766666666666,154.33333333333334,148.16666666666666,True,False,False,False,False,False,True,False
P05572,25735.28,26,4.42,0.042,27,63.06,22378.96,26279.99,26921.39,22091.15,28537.02,27441.18,101,110,105,107,94,94,778.6271428571428,1,953.1585185185185,3.8518518518518516,4.368,1,25193.446666666667,25608.281666666666,105.33333333333333,101.83333333333333,True,False,False,False,False,False,True,False
P05573,27247.49,40,4.82,0.015,27,68.79,29878.28,30340.1,24881.73,23695.31,29312.37,25893.15,160,171,155,169,148,150,-691.2931428571451,0,1009.1662962962963,5.925925925925926,2.4,1,28366.703333333335,27333.49,162.0,158.83333333333334,True,False,False,False,False,False,False,True
P05574,27003.73,31,4.0,0.019,5,48.68,28189.0,24539.95,25590.1,27212.29,30912.93,24990.05,128,122,129,118,130,130,135.6108571428593,1,5400.746,24.8,2.356,0,26106.349999999995,26905.719999999998,126.33333333333333,126.16666666666667,False,False,False,True,False,False,True,False
P05575,22160.6,28,4.94,0.164,27,61.48,23140.16,19946.58,18977.22,19698.24,19194.32,25349.54,111,121,119,108,118,111,271.74685714285806,1,820.7629629629629,4.148148148148148,18.368000000000002,1,20687.986666666668,21051.010000000006,117.0,114.66666666666667,False,False,False,False,True,False,False,True
P05576,14341.29,42,4.6,0.161,17,53.73,12742.31,14666.45,12656.37,14173.64,14950.5,14624.0,163,164,180,163,177,171,336.51057142857155,1,843.6052941176471,9.882352941176471,27.048000000000002,0,13355.043333333335,13968.878333333334,169.0,169.66666666666666,False,False,True,False,False,False,True,False
